,menu_item,date,stock_count,orders
8894,Sardines,2018-12-01,47,47
8895,Oranges,2018-12-01,132,87
8896,French fried potatoes,2018-12-01,70,70
8897,Chocolate Ice Cream,2018-12-01,217,217
8898,Sliced Tomatoes,2018-12-01,144,144
8899,ROQUEFORT CHEESE,2018-12-01,57,57
8900,Cream Cheese,2018-12-01,63,63
8901,Crackers,2018-12-01,66,66
8902,Grapes,2018-12-01,203,192
8903,Biscuit Tortoni,2018-12-01,147,147
8904,Dessert,2018-12-01,45,45
8905,Shrimp Cocktail,2018-12-01,93,93
8906,rice pudding,2018-12-01,277,277
8907,Corned Beef Hash,2018-12-01,95,95
8908,STRAWBERRY ICE CREAM,2018-12-01,65,65
8909,Chicken Sandwich,2018-12-01,67,67
8910,Orange Juice,2018-12-01,238,116
8911,Pear,2018-12-01,61,61
8912,Stewed Corn,2018-12-01,82,82
8913,Shrimp Salad,2018-12-01,72,72
8914,Scrambled Eggs,2018-12-01,76,72
8915,Sauterne,2018-12-01,39,39
8916,Boiled eggs,2018-12-01,79,79
8917,Crab Flake Cocktail,2018-12-01,99,99
8918,Blue Point Oysters,2018-12-01,225,225
8919,Stewed Prunes,2018-12-01,110,110
8920,Plums,2018-12-01,113,104
8921,Oyster cocktail,2018-12-01,71,71
8922,Nesselrode Pudding,2018-12-01,25,25
8923,Sweet Potatoes,2018-12-01,142,135
8924,Orange marmalade,2018-12-01,77,77
8925,Tea,2018-11-01,126,56
8926,Milk,2018-11-01,113,113
8927,Boiled potatoes,2018-11-01,103,75
8928,Fruit,2018-11-01,151,151
8929,Sardines,2018-11-01,74,74
8930,Oranges,2018-11-01,76,74
8931,French fried potatoes,2018-11-01,38,38
8932,Chocolate Ice Cream,2018-11-01,67,64
8933,Sliced Tomatoes,2018-11-01,183,114
8934,ROQUEFORT CHEESE,2018-11-01,65,65
8935,Cream Cheese,2018-11-01,165,128
8936,Crackers,2018-11-01,20,20
8937,Grapes,2018-11-01,188,136
8938,Biscuit Tortoni,2018-11-01,49,49
8939,Dessert,2018-11-01,60,60
8940,Shrimp Cocktail,2018-11-01,40,40
8941,rice pudding,2018-11-01,119,119
8942,Corned Beef Hash,2018-11-01,41,41
8943,STRAWBERRY ICE CREAM,2018-11-01,33,33
8944,Chicken Sandwich,2018-11-01,147,147
8945,Orange Juice,2018-11-01,73,51
8946,Pear,2018-11-01,43,43
8947,Stewed Corn,2018-11-01,27,27
8948,Shrimp Salad,2018-11-01,252,136
8949,Scrambled Eggs,2018-11-01,171,83
8950,Sauterne,2018-11-01,85,85
8951,Boiled eggs,2018-11-01,147,134
8952,Crab Flake Cocktail,2018-11-01,61,61
8953,Blue Point Oysters,2018-11-01,64,64
8954,Stewed Prunes,2018-11-01,61,61
8955,Plums,2018-11-01,70,70
8956,Oyster cocktail,2018-11-01,63,63
8957,Nesselrode Pudding,2018-11-01,49,49
8958,Sweet Potatoes,2018-11-01,196,97
8959,Orange marmalade,2018-11-01,21,21
8960,Tea,2018-10-01,190,119
8961,Milk,2018-10-01,79,62
8962,Boiled potatoes,2018-10-01,155,77
8963,Fruit,2018-10-01,116,56
8964,Sardines,2018-10-01,20,20
8965,Oranges,2018-10-01,95,95
8966,French fried potatoes,2018-10-01,45,45
8967,Chocolate Ice Cream,2018-10-01,184,150
8968,Sliced Tomatoes,2018-10-01,131,118
8969,ROQUEFORT CHEESE,2018-10-01,105,75
8970,Cream Cheese,2018-10-01,152,151
8971,Crackers,2018-10-01,59,59
8972,Grapes,2018-10-01,101,101
8973,Biscuit Tortoni,2018-10-01,114,87
8974,Dessert,2018-10-01,209,128
8975,Shrimp Cocktail,2018-10-01,146,99
8976,rice pudding,2018-10-01,218,104
8977,Corned Beef Hash,2018-10-01,41,41
8978,STRAWBERRY ICE CREAM,2018-10-01,78,78
8979,Chicken Sandwich,2018-10-01,188,94
8980,Orange Juice,2018-10-01,91,77
8981,Pear,2018-10-01,122,105
8982,Stewed Corn,2018-10-01,109,82
8983,Shrimp Salad,2018-10-01,234,148
8984,Scrambled Eggs,2018-10-01,171,45
8985,Sauterne,2018-10-01,69,42
8986,Boiled eggs,2018-10-01,68,48
8987,Crab Flake Cocktail,2018-10-01,53,53
8988,Blue Point Oysters,2018-10-01,193,99
8989,Stewed Prunes,2018-10-01,85,83
8990,Plums,2018-10-01,96,96
8991,Oyster cocktail,2018-10-01,55,55
8992,Nesselrode Pudding,2018-10-01,90,53
8993,Sweet Potatoes,2018-10-01,178,130
8994,Orange marmalade,2018-10-01,70,70
8995,Tea,2018-09-01,111,51
8996,Milk,2018-09-01,68,68
8997,Boiled potatoes,2018-09-01,241,94
8998,Fruit,2018-09-01,93,93
8999,Sardines,2018-09-01,27,27
9000,Oranges,2018-09-01,208,119
9001,French fried potatoes,2018-09-01,70,70
9002,Chocolate Ice Cream,2018-09-01,83,53
9003,Sliced Tomatoes,2018-09-01,183,183
9004,ROQUEFORT CHEESE,2018-09-01,105,105
9005,Cream Cheese,2018-09-01,102,86
9006,Crackers,2018-09-01,59,33
9007,Grapes,2018-09-01,101,101
9008,Biscuit Tortoni,2018-09-01,114,54
9009,Dessert,2018-09-01,194,114
9010,Shrimp Cocktail,2018-09-01,93,57
9011,rice pudding,2018-09-01,238,238
9012,Corned Beef Hash,2018-09-01,41,41
9013,STRAWBERRY ICE CREAM,2018-09-01,78,78
9014,Chicken Sandwich,2018-09-01,40,40
9015,Orange Juice,2018-09-01,146,88
9016,Pear,2018-09-01,35,35
9017,Stewed Corn,2018-09-01,91,87
9018,Shrimp Salad,2018-09-01,144,83
9019,Scrambled Eggs,2018-09-01,228,129
9020,Sauterne,2018-09-01,31,31
9021,Boiled eggs,2018-09-01,147,85
9022,Crab Flake Cocktail,2018-09-01,68,66
9023,Blue Point Oysters,2018-09-01,48,48
9024,Stewed Prunes,2018-09-01,159,129
9025,Plums,2018-09-01,26,26
9026,Oyster cocktail,2018-09-01,47,47
9027,Nesselrode Pudding,2018-09-01,41,41
9028,Sweet Potatoes,2018-09-01,214,214
9029,Orange marmalade,2018-09-01,28,28
9030,Tea,2018-08-01,63,51
9031,Milk,2018-08-01,45,45
9032,Boiled potatoes,2018-08-01,86,86
9033,Fruit,2018-08-01,162,162
9034,Sardines,2018-08-01,40,40
9035,Oranges,2018-08-01,246,153
9036,French fried potatoes,2018-08-01,90,90
9037,Chocolate Ice Cream,2018-08-01,167,68
9038,Sliced Tomatoes,2018-08-01,52,52
9039,ROQUEFORT CHEESE,2018-08-01,57,57
9040,Cream Cheese,2018-08-01,127,62
9041,Crackers,2018-08-01,66,66
9042,Grapes,2018-08-01,203,112
9043,Biscuit Tortoni,2018-08-01,65,51
9044,Dessert,2018-08-01,164,109
9045,Shrimp Cocktail,2018-08-01,173,134
9046,rice pudding,2018-08-01,218,87
9047,Corned Beef Hash,2018-08-01,95,46
9048,STRAWBERRY ICE CREAM,2018-08-01,52,52
9049,Chicken Sandwich,2018-08-01,174,134
9050,Orange Juice,2018-08-01,73,68
9051,Pear,2018-08-01,35,35
9052,Stewed Corn,2018-08-01,73,71
9053,Shrimp Salad,2018-08-01,252,126
9054,Scrambled Eggs,2018-08-01,133,59
9055,Sauterne,2018-08-01,69,53
9056,Boiled eggs,2018-08-01,124,71
9057,Crab Flake Cocktail,2018-08-01,106,106
9058,Blue Point Oysters,2018-08-01,193,141
9059,Stewed Prunes,2018-08-01,98,67
9060,Plums,2018-08-01,96,96
9061,Oyster cocktail,2018-08-01,71,71
9062,Nesselrode Pudding,2018-08-01,98,98
9063,Sweet Potatoes,2018-08-01,160,150
9064,Orange marmalade,2018-08-01,70,70
9065,Tea,2018-07-01,47,47
9066,Milk,2018-07-01,57,57
9067,Boiled potatoes,2018-07-01,189,151
9068,Fruit,2018-07-01,128,117
9069,Sardines,2018-07-01,54,54
9070,Oranges,2018-07-01,76,76
9071,French fried potatoes,2018-07-01,70,70
9072,Chocolate Ice Cream,2018-07-01,67,67
9073,Sliced Tomatoes,2018-07-01,79,79
9074,ROQUEFORT CHEESE,2018-07-01,97,90
9075,Cream Cheese,2018-07-01,165,134
9076,Crackers,2018-07-01,20,20
9077,Grapes,2018-07-01,174,174
9078,Biscuit Tortoni,2018-07-01,81,81
9079,Dessert,2018-07-01,164,151
9080,Shrimp Cocktail,2018-07-01,80,65
9081,rice pudding,2018-07-01,198,70
9082,Corned Beef Hash,2018-07-01,176,131
9083,STRAWBERRY ICE CREAM,2018-07-01,39,39
9084,Chicken Sandwich,2018-07-01,147,147
9085,Orange Juice,2018-07-01,91,78
9086,Pear,2018-07-01,61,61
9087,Stewed Corn,2018-07-01,100,100
9088,Shrimp Salad,2018-07-01,234,134
9089,Scrambled Eggs,2018-07-01,133,61
9090,Sauterne,2018-07-01,54,54
9091,Boiled eggs,2018-07-01,90,53
9092,Crab Flake Cocktail,2018-07-01,68,68
9093,Blue Point Oysters,2018-07-01,209,107
9094,Stewed Prunes,2018-07-01,37,34
9095,Plums,2018-07-01,113,113
9096,Oyster cocktail,2018-07-01,71,62
9097,Nesselrode Pudding,2018-07-01,41,41
9098,Sweet Potatoes,2018-07-01,231,177
9099,Orange marmalade,2018-07-01,21,21
9100,Tea,2018-06-01,47,47
9101,Milk,2018-06-01,113,64
9102,Boiled potatoes,2018-06-01,86,47
9103,Fruit,2018-06-01,128,128
9104,Sardines,2018-06-01,27,27
9105,Oranges,2018-06-01,76,44
9106,French fried potatoes,2018-06-01,38,38
9107,Chocolate Ice Cream,2018-06-01,234,104
9108,Sliced Tomatoes,2018-06-01,92,92
9109,ROQUEFORT CHEESE,2018-06-01,41,41
9110,Cream Cheese,2018-06-01,51,51
9111,Crackers,2018-06-01,40,40
9112,Grapes,2018-06-01,43,43
9113,Biscuit Tortoni,2018-06-01,179,131
9114,Dessert,2018-06-01,89,63
9115,Shrimp Cocktail,2018-06-01,160,126
9116,rice pudding,2018-06-01,139,90
9117,Corned Beef Hash,2018-06-01,135,74
9118,STRAWBERRY ICE CREAM,2018-06-01,19,19
9119,Chicken Sandwich,2018-06-01,174,174
9120,Orange Juice,2018-06-01,201,148
9121,Pear,2018-06-01,122,83
9122,Stewed Corn,2018-06-01,91,72
9123,Shrimp Salad,2018-06-01,54,43
9124,Scrambled Eggs,2018-06-01,190,64
9125,Sauterne,2018-06-01,108,108
9126,Boiled eggs,2018-06-01,68,56
9127,Crab Flake Cocktail,2018-06-01,91,91
9128,Blue Point Oysters,2018-06-01,177,148
9129,Stewed Prunes,2018-06-01,159,109
9130,Plums,2018-06-01,87,76
9131,Oyster cocktail,2018-06-01,79,68
9132,Nesselrode Pudding,2018-06-01,107,107
9133,Sweet Potatoes,2018-06-01,160,76
9134,Orange marmalade,2018-06-01,28,28
9135,Tea,2018-05-01,221,209
9136,Milk,2018-05-01,136,136
9137,Boiled potatoes,2018-05-01,103,103
9138,Fruit,2018-05-01,104,104
9139,Sardines,2018-05-01,33,33
9140,Oranges,2018-05-01,76,76
9141,French fried potatoes,2018-05-01,51,42
9142,Chocolate Ice Cream,2018-05-01,134,76
9143,Sliced Tomatoes,2018-05-01,52,37
9144,ROQUEFORT CHEESE,2018-05-01,73,73
9145,Cream Cheese,2018-05-01,165,165
9146,Crackers,2018-05-01,40,40
9147,Grapes,2018-05-01,188,188
9148,Biscuit Tortoni,2018-05-01,212,87
9149,Dessert,2018-05-01,164,150
9150,Shrimp Cocktail,2018-05-01,160,160
9151,rice pudding,2018-05-01,257,257
9152,Corned Beef Hash,2018-05-01,67,66
9153,STRAWBERRY ICE CREAM,2018-05-01,78,78
9154,Chicken Sandwich,2018-05-01,40,40
9155,Orange Juice,2018-05-01,238,238
9156,Pear,2018-05-01,26,26
9157,Stewed Corn,2018-05-01,55,55
9158,Shrimp Salad,2018-05-01,216,194
9159,Scrambled Eggs,2018-05-01,266,266
9160,Sauterne,2018-05-01,108,108
9161,Boiled eggs,2018-05-01,90,90
9162,Crab Flake Cocktail,2018-05-01,84,84
9163,Blue Point Oysters,2018-05-01,129,114
9164,Stewed Prunes,2018-05-01,85,78
9165,Plums,2018-05-01,61,61
9166,Oyster cocktail,2018-05-01,55,55
9167,Nesselrode Pudding,2018-05-01,49,49
9168,Sweet Potatoes,2018-05-01,125,125
9169,Orange marmalade,2018-05-01,84,84
9170,Tea,2018-04-01,190,122
9171,Milk,2018-04-01,136,136
9172,Boiled potatoes,2018-04-01,120,76
9173,Fruit,2018-04-01,139,139
9174,Sardines,2018-04-01,40,40
9175,Oranges,2018-04-01,170,65
9176,French fried potatoes,2018-04-01,64,59
9177,Chocolate Ice Cream,2018-04-01,67,67
9178,Sliced Tomatoes,2018-04-01,170,170
9179,ROQUEFORT CHEESE,2018-04-01,32,32
9180,Cream Cheese,2018-04-01,140,139
9181,Crackers,2018-04-01,66,66
9182,Grapes,2018-04-01,160,160
9183,Biscuit Tortoni,2018-04-01,98,61
9184,Dessert,2018-04-01,45,45
9185,Shrimp Cocktail,2018-04-01,160,133
9186,rice pudding,2018-04-01,119,119
9187,Corned Beef Hash,2018-04-01,67,61
9188,STRAWBERRY ICE CREAM,2018-04-01,26,26
9189,Chicken Sandwich,2018-04-01,174,116
9190,Orange Juice,2018-04-01,110,75
9191,Pear,2018-04-01,78,67
9192,Stewed Corn,2018-04-01,118,118
9193,Shrimp Salad,2018-04-01,108,69
9194,Scrambled Eggs,2018-04-01,209,129
9195,Sauterne,2018-04-01,62,62
9196,Boiled eggs,2018-04-01,136,131
9197,Crab Flake Cocktail,2018-04-01,68,65
9198,Blue Point Oysters,2018-04-01,225,143
9199,Stewed Prunes,2018-04-01,73,58
9200,Plums,2018-04-01,52,52
9201,Oyster cocktail,2018-04-01,95,95
9202,Nesselrode Pudding,2018-04-01,115,115
9203,Sweet Potatoes,2018-04-01,249,209
9204,Orange marmalade,2018-04-01,42,42
9205,Tea,2018-03-01,205,129
9206,Milk,2018-03-01,124,124
9207,Boiled potatoes,2018-03-01,120,90
9208,Fruit,2018-03-01,93,93
9209,Sardines,2018-03-01,60,60
9210,Oranges,2018-03-01,227,227
9211,French fried potatoes,2018-03-01,83,83
9212,Chocolate Ice Cream,2018-03-01,134,73
9213,Sliced Tomatoes,2018-03-01,92,92
9214,ROQUEFORT CHEESE,2018-03-01,97,97
9215,Cream Cheese,2018-03-01,89,82
9216,Crackers,2018-03-01,40,40
9217,Grapes,2018-03-01,116,91
9218,Biscuit Tortoni,2018-03-01,65,65
9219,Dessert,2018-03-01,164,126
9220,Shrimp Cocktail,2018-03-01,53,53
9221,rice pudding,2018-03-01,59,59
9222,Corned Beef Hash,2018-03-01,41,41
9223,STRAWBERRY ICE CREAM,2018-03-01,33,33
9224,Chicken Sandwich,2018-03-01,80,34
9225,Orange Juice,2018-03-01,201,153
9226,Pear,2018-03-01,113,113
9227,Stewed Corn,2018-03-01,45,40
9228,Shrimp Salad,2018-03-01,126,59
9229,Scrambled Eggs,2018-03-01,171,47
9230,Sauterne,2018-03-01,85,85
9231,Boiled eggs,2018-03-01,68,62
9232,Crab Flake Cocktail,2018-03-01,46,46
9233,Blue Point Oysters,2018-03-01,177,104
9234,Stewed Prunes,2018-03-01,146,129
9235,Plums,2018-03-01,52,52
9236,Oyster cocktail,2018-03-01,95,76
9237,Nesselrode Pudding,2018-03-01,66,66
9238,Sweet Potatoes,2018-03-01,71,71
9239,Orange marmalade,2018-03-01,56,56
9240,Tea,2018-02-01,79,69
9241,Milk,2018-02-01,113,56
9242,Boiled potatoes,2018-02-01,86,50
9243,Fruit,2018-02-01,151,151
9244,Sardines,2018-02-01,67,67
9245,Oranges,2018-02-01,170,126
9246,French fried potatoes,2018-02-01,19,19
9247,Chocolate Ice Cream,2018-02-01,83,34
9248,Sliced Tomatoes,2018-02-01,157,157
9249,ROQUEFORT CHEESE,2018-02-01,97,97
9250,Cream Cheese,2018-02-01,165,94
9251,Crackers,2018-02-01,92,92
9252,Grapes,2018-02-01,87,87
9253,Biscuit Tortoni,2018-02-01,212,138
9254,Dessert,2018-02-01,45,45
9255,Shrimp Cocktail,2018-02-01,93,71
9256,rice pudding,2018-02-01,158,131
9257,Corned Beef Hash,2018-02-01,108,73
9258,STRAWBERRY ICE CREAM,2018-02-01,26,26
9259,Chicken Sandwich,2018-02-01,54,54
9260,Orange Juice,2018-02-01,128,78
9261,Pear,2018-02-01,122,122
9262,Stewed Corn,2018-02-01,64,64
9263,Shrimp Salad,2018-02-01,198,131
9264,Scrambled Eggs,2018-02-01,152,72
9265,Sauterne,2018-02-01,85,85
9266,Boiled eggs,2018-02-01,68,68
9267,Crab Flake Cocktail,2018-02-01,91,85
9268,Blue Point Oysters,2018-02-01,48,48
9269,Stewed Prunes,2018-02-01,85,74
9270,Plums,2018-02-01,113,113
9271,Oyster cocktail,2018-02-01,71,71
9272,Nesselrode Pudding,2018-02-01,33,33
9273,Sweet Potatoes,2018-02-01,196,153
9274,Orange marmalade,2018-02-01,56,56
9275,Tea,2018-01-01,205,139
9276,Milk,2018-01-01,57,57
9277,Boiled potatoes,2018-01-01,206,133
9278,Fruit,2018-01-01,70,58
9279,Sardines,2018-01-01,54,54
9280,Oranges,2018-01-01,95,80
9281,French fried potatoes,2018-01-01,58,58
9282,Chocolate Ice Cream,2018-01-01,200,131
9283,Sliced Tomatoes,2018-01-01,92,67
9284,ROQUEFORT CHEESE,2018-01-01,73,73
9285,Cream Cheese,2018-01-01,152,102
9286,Crackers,2018-01-01,20,20
9287,Grapes,2018-01-01,188,158
9288,Biscuit Tortoni,2018-01-01,196,100
9289,Dessert,2018-01-01,104,89
9290,Shrimp Cocktail,2018-01-01,93,86
9291,rice pudding,2018-01-01,59,59
9292,Corned Beef Hash,2018-01-01,95,37
9293,STRAWBERRY ICE CREAM,2018-01-01,52,52
9294,Chicken Sandwich,2018-01-01,40,40
9295,Orange Juice,2018-01-01,183,85
9296,Pear,2018-01-01,70,70
9297,Stewed Corn,2018-01-01,118,118
9298,Shrimp Salad,2018-01-01,54,52
9299,Scrambled Eggs,2018-01-01,76,67
9300,Sauterne,2018-01-01,39,39
9301,Boiled eggs,2018-01-01,90,68
9302,Crab Flake Cocktail,2018-01-01,106,106
9303,Blue Point Oysters,2018-01-01,177,107
9304,Stewed Prunes,2018-01-01,110,88
9305,Plums,2018-01-01,122,99
9306,Oyster cocktail,2018-01-01,63,63
9307,Nesselrode Pudding,2018-01-01,98,98
9308,Sweet Potatoes,2018-01-01,178,74
9309,Orange marmalade,2018-01-01,28,28
9310,Tea,2017-12-31,47,47
9311,Milk,2017-12-31,79,79
9312,Boiled potatoes,2017-12-31,120,85
9313,Fruit,2017-12-31,70,68
9314,Sardines,2017-12-31,27,27
9315,Oranges,2017-12-31,246,121
9316,French fried potatoes,2017-12-31,90,90
9317,Chocolate Ice Cream,2017-12-31,50,50
9318,Sliced Tomatoes,2017-12-31,105,65
9319,ROQUEFORT CHEESE,2017-12-31,81,61
9320,Cream Cheese,2017-12-31,63,56
9321,Crackers,2017-12-31,26,26
9322,Grapes,2017-12-31,73,73
9323,Biscuit Tortoni,2017-12-31,81,48
9324,Dessert,2017-12-31,45,45
9325,Shrimp Cocktail,2017-12-31,160,148
9326,rice pudding,2017-12-31,198,121
9327,Corned Beef Hash,2017-12-31,81,53
9328,STRAWBERRY ICE CREAM,2017-12-31,19,19
9329,Chicken Sandwich,2017-12-31,80,74
9330,Orange Juice,2017-12-31,55,55
9331,Pear,2017-12-31,87,77
9332,Stewed Corn,2017-12-31,64,51
9333,Shrimp Salad,2017-12-31,234,134
9334,Scrambled Eggs,2017-12-31,266,97
9335,Sauterne,2017-12-31,54,54
9336,Boiled eggs,2017-12-31,45,45
9337,Crab Flake Cocktail,2017-12-31,99,99
9338,Blue Point Oysters,2017-12-31,129,85
9339,Stewed Prunes,2017-12-31,134,134
9340,Plums,2017-12-31,35,35
9341,Oyster cocktail,2017-12-31,24,24
9342,Nesselrode Pudding,2017-12-31,25,25
9343,Sweet Potatoes,2017-12-31,231,224
9344,Orange marmalade,2017-12-31,49,49
9345,Tea,2017-12-30,174,133
9346,Milk,2017-12-30,57,57
9347,Boiled potatoes,2017-12-30,86,73
9348,Fruit,2017-12-30,104,72
9349,Sardines,2017-12-30,47,47
9350,Oranges,2017-12-30,227,124
9351,French fried potatoes,2017-12-30,90,90
9352,Chocolate Ice Cream,2017-12-30,83,83
9353,Sliced Tomatoes,2017-12-30,157,119
9354,ROQUEFORT CHEESE,2017-12-30,32,32
9355,Cream Cheese,2017-12-30,114,87
9356,Crackers,2017-12-30,40,40
9357,Grapes,2017-12-30,116,100
9358,Biscuit Tortoni,2017-12-30,130,71
9359,Dessert,2017-12-30,60,60
9360,Shrimp Cocktail,2017-12-30,173,119
9361,rice pudding,2017-12-30,59,59
9362,Corned Beef Hash,2017-12-30,121,53
9363,STRAWBERRY ICE CREAM,2017-12-30,78,78
9364,Chicken Sandwich,2017-12-30,174,174
9365,Orange Juice,2017-12-30,110,66
9366,Pear,2017-12-30,35,35
9367,Stewed Corn,2017-12-30,55,55
9368,Shrimp Salad,2017-12-30,54,54
9369,Scrambled Eggs,2017-12-30,266,144
9370,Sauterne,2017-12-30,108,108
9371,Boiled eggs,2017-12-30,158,100
9372,Crab Flake Cocktail,2017-12-30,99,99
9373,Blue Point Oysters,2017-12-30,113,80
9374,Stewed Prunes,2017-12-30,110,78
9375,Plums,2017-12-30,52,52
9376,Oyster cocktail,2017-12-30,71,71
9377,Nesselrode Pudding,2017-12-30,41,41
9378,Sweet Potatoes,2017-12-30,125,111
9379,Orange marmalade,2017-12-30,21,21
9380,Tea,2017-12-29,47,47
9381,Milk,2017-12-29,102,102
9382,Boiled potatoes,2017-12-29,120,87
9383,Fruit,2017-12-29,58,58
9384,Sardines,2017-12-29,67,67
9385,Oranges,2017-12-29,246,246
9386,French fried potatoes,2017-12-29,26,26
9387,Chocolate Ice Cream,2017-12-29,234,168
9388,Sliced Tomatoes,2017-12-29,131,131
9389,ROQUEFORT CHEESE,2017-12-29,97,97
9390,Cream Cheese,2017-12-29,89,89
9391,Crackers,2017-12-29,46,44
9392,Grapes,2017-12-29,145,75
9393,Biscuit Tortoni,2017-12-29,179,129
9394,Dessert,2017-12-29,60,60
9395,Shrimp Cocktail,2017-12-29,186,186
9396,rice pudding,2017-12-29,99,99
9397,Corned Beef Hash,2017-12-29,95,95
9398,STRAWBERRY ICE CREAM,2017-12-29,59,59
9399,Chicken Sandwich,2017-12-29,161,161
9400,Orange Juice,2017-12-29,220,134
9401,Pear,2017-12-29,104,104
9402,Stewed Corn,2017-12-29,55,55
9403,Shrimp Salad,2017-12-29,216,216
9404,Scrambled Eggs,2017-12-29,266,163
9405,Sauterne,2017-12-29,69,69
9406,Boiled eggs,2017-12-29,45,45
9407,Crab Flake Cocktail,2017-12-29,38,38
9408,Blue Point Oysters,2017-12-29,81,81
9409,Stewed Prunes,2017-12-29,134,134
9410,Plums,2017-12-29,113,113
9411,Oyster cocktail,2017-12-29,87,87
9412,Nesselrode Pudding,2017-12-29,115,115
9413,Sweet Potatoes,2017-12-29,125,125
9414,Orange marmalade,2017-12-29,42,42
9415,Tea,2017-12-28,63,52
9416,Milk,2017-12-28,147,147
9417,Boiled potatoes,2017-12-28,241,97
9418,Fruit,2017-12-28,58,58
9419,Sardines,2017-12-28,94,94
9420,Oranges,2017-12-28,265,88
9421,French fried potatoes,2017-12-28,19,19
9422,Chocolate Ice Cream,2017-12-28,200,139
9423,Sliced Tomatoes,2017-12-28,144,75
9424,ROQUEFORT CHEESE,2017-12-28,65,65
9425,Cream Cheese,2017-12-28,63,63
9426,Crackers,2017-12-28,33,33
9427,Grapes,2017-12-28,43,43
9428,Biscuit Tortoni,2017-12-28,81,81
9429,Dessert,2017-12-28,45,45
9430,Shrimp Cocktail,2017-12-28,160,153
9431,rice pudding,2017-12-28,238,168
9432,Corned Beef Hash,2017-12-28,121,68
9433,STRAWBERRY ICE CREAM,2017-12-28,26,26
9434,Chicken Sandwich,2017-12-28,40,40
9435,Orange Juice,2017-12-28,201,141
9436,Pear,2017-12-28,113,102
9437,Stewed Corn,2017-12-28,100,100
9438,Shrimp Salad,2017-12-28,216,143
9439,Scrambled Eggs,2017-12-28,190,49
9440,Sauterne,2017-12-28,108,108
9441,Boiled eggs,2017-12-28,113,54
9442,Crab Flake Cocktail,2017-12-28,23,23
9443,Blue Point Oysters,2017-12-28,177,146
9444,Stewed Prunes,2017-12-28,37,37
9445,Plums,2017-12-28,52,52
9446,Oyster cocktail,2017-12-28,111,111
9447,Nesselrode Pudding,2017-12-28,107,102
9448,Sweet Potatoes,2017-12-28,142,142
9449,Orange marmalade,2017-12-28,98,98
9450,Tea,2017-12-27,221,148
9451,Milk,2017-12-27,90,66
9452,Boiled potatoes,2017-12-27,120,65
9453,Fruit,2017-12-27,46,46
9454,Sardines,2017-12-27,74,74
9455,Oranges,2017-12-27,76,76
9456,French fried potatoes,2017-12-27,77,77
9457,Chocolate Ice Cream,2017-12-27,217,116
9458,Sliced Tomatoes,2017-12-27,170,136
9459,ROQUEFORT CHEESE,2017-12-27,89,89
9460,Cream Cheese,2017-12-27,63,63
9461,Crackers,2017-12-27,92,92
9462,Grapes,2017-12-27,58,58
9463,Biscuit Tortoni,2017-12-27,65,51
9464,Dessert,2017-12-27,134,68
9465,Shrimp Cocktail,2017-12-27,93,64
9466,rice pudding,2017-12-27,119,119
9467,Corned Beef Hash,2017-12-27,41,41
9468,STRAWBERRY ICE CREAM,2017-12-27,72,72
9469,Chicken Sandwich,2017-12-27,67,67
9470,Orange Juice,2017-12-27,220,119
9471,Pear,2017-12-27,87,76
9472,Stewed Corn,2017-12-27,27,27
9473,Shrimp Salad,2017-12-27,126,65
9474,Scrambled Eggs,2017-12-27,133,82
9475,Sauterne,2017-12-27,31,31
9476,Boiled eggs,2017-12-27,124,119
9477,Crab Flake Cocktail,2017-12-27,76,69
9478,Blue Point Oysters,2017-12-27,145,75
9479,Stewed Prunes,2017-12-27,49,49
9480,Plums,2017-12-27,96,96
9481,Oyster cocktail,2017-12-27,103,103
9482,Nesselrode Pudding,2017-12-27,57,57
9483,Sweet Potatoes,2017-12-27,178,49
9484,Orange marmalade,2017-12-27,91,91
9485,Tea,2017-12-26,142,45
9486,Milk,2017-12-26,124,124
9487,Boiled potatoes,2017-12-26,103,81
9488,Fruit,2017-12-26,46,46
9489,Sardines,2017-12-26,67,67
9490,Oranges,2017-12-26,132,90
9491,French fried potatoes,2017-12-26,77,77
9492,Chocolate Ice Cream,2017-12-26,217,144
9493,Sliced Tomatoes,2017-12-26,118,118
9494,ROQUEFORT CHEESE,2017-12-26,97,97
9495,Cream Cheese,2017-12-26,89,60
9496,Crackers,2017-12-26,92,92
9497,Grapes,2017-12-26,101,101
9498,Biscuit Tortoni,2017-12-26,114,50
9499,Dessert,2017-12-26,89,87
9500,Shrimp Cocktail,2017-12-26,120,64
9501,rice pudding,2017-12-26,218,218
9502,Corned Beef Hash,2017-12-26,189,150
9503,STRAWBERRY ICE CREAM,2017-12-26,91,91
9504,Chicken Sandwich,2017-12-26,121,121
9505,Orange Juice,2017-12-26,91,67
9506,Pear,2017-12-26,35,35
9507,Stewed Corn,2017-12-26,27,27
9508,Shrimp Salad,2017-12-26,180,54
9509,Scrambled Eggs,2017-12-26,114,89
9510,Sauterne,2017-12-26,62,57
9511,Boiled eggs,2017-12-26,113,39
9512,Crab Flake Cocktail,2017-12-26,84,84
9513,Blue Point Oysters,2017-12-26,81,46
9514,Stewed Prunes,2017-12-26,37,37
